PID,Title,Link,owner,Comments
8519,Popup dialog for data traffic switching widget,http://review.sonyericsson.net/#/c/1065025,platform/packages/services/Telephony
9429,Hearing aids Feature,http://review.sonyericsson.net/#/c/1065250,platform/packages/services/Telephony
8460,FP12456 Allow to force upgrade to LTE,http://review.sonyericsson.net/#/c/1070387,platform/packages/services/Telephony
9224,FP14556 Answering machine,http://review.sonyericsson.net/#/c/1070352,platform/packages/services/Telephony
8957,Clear all settings of the PhoneApp after setting reset,http://review.sonyericsson.net/#/c/1064913,platform/packages/services/Telephony
9194,Add Interface to get config from Telecomm,http://review.sonyericsson.net/#/c/1063717,platform/packages/services/Telephony
9194,Add semcbuild.properties to run code check tools on TeleService,http://review.sonyericsson.net/#/c/1067312,platform/packages/services/Telephony
8459,Fixing EditPhoneNumberPreference to avoid overwriting default number,http://review.sonyericsson.net/#/c/1067299,platform/packages/services/Telephony
9427,Change SharedPreferences.Editor.commit() to apply(),http://review.sonyericsson.net/#/c/1064865,platform/packages/services/Telephony
9194,Add the method to check whether the device is tablet,http://review.sonyericsson.net/#/c/1063805,platform/packages/services/Telephony
,Revert commit d9a9d16f92bff3ca954c5dcf0556702895432854,http://review.sonyericsson.net/#/c/1295598,platform/packages/services/Telephony
10861,Fix build error,http://review.sonyericsson.net/#/c/1110126,platform/packages/services/Telephony
11917,Fix no response when MMI fails on emergency dialer,http://review.sonyericsson.net/#/c/1108844,platform/packages/services/Telephony
11912,Removes handling of Dock event,http://review.sonyericsson.net/#/c/1108795,platform/packages/services/Telephony
9160,Change Checkboxes to Toggle switches on CallSettings,http://review.sonyericsson.net/#/c/1108552,platform/packages/services/Telephony
10972,Avoid race condition in SomcPhoneSearchIndexablesProvider,http://review.sonyericsson.net/#/c/1108462,platform/packages/services/Telephony
9014,Show voicemail in call log should not be seen,http://review.sonyericsson.net/#/c/1108250,platform/packages/services/Telephony
10972,Search in Setting update of non indexable keys,http://review.sonyericsson.net/#/c/1107292,platform/packages/services/Telephony
9224,Change request of Answering Machine,http://review.sonyericsson.net/#/c/1106794,platform/packages/services/Telephony
11778,Added USSD/SS error handling,http://review.sonyericsson.net/#/c/1106813,platform/packages/services/Telephony
11751,Unable to hang up emergency call when flight mode is ON,http://review.sonyericsson.net/#/c/1106758,platform/packages/services/Telephony
12147,Remove '0' for '+' when user presses the key in Emergency Dialer,http://review.sonyericsson.net/#/c/1106824,platform/packages/services/Telephony
10932,Fix for additional Keyboard on EmergencyDialer screen,http://review.sonyericsson.net/#/c/1106750,platform/packages/services/Telephony
10932,Update themes for settings of Telephony app,http://review.sonyericsson.net/#/c/1088714,platform/packages/services/Telephony
11205,Phone crash happened while making emergency calls in guest mode,http://review.sonyericsson.net/#/c/1081667,platform/packages/services/Telephony
,The Equalizer display wrong value.,http://review.sonyericsson.net/#/c/1103776,platform/packages/services/Telephony
,The Phone account settings is same as SIP settings,http://review.sonyericsson.net/#/c/1098611,platform/packages/services/Telephony
,Fix MMI code crash issue.,http://review.sonyericsson.net/#/c/1093215,platform/packages/services/Telephony
,Remove Voicemail from GENERAL tab,http://review.sonyericsson.net/#/c/1093174,platform/packages/services/Telephony
,Remove PhoneAccountSettings from SIM1 \u0026 SIM2 tab,http://review.sonyericsson.net/#/c/1093154,platform/packages/services/Telephony
,Phone hold button and mute button issue.,http://review.sonyericsson.net/#/c/1091780,platform/packages/services/Telephony
11522,FP16210 DSDS Answering machine,http://review.sonyericsson.net/#/c/1085886,platform/packages/services/Telephony
,Issue: DSDS call forward notification issue,http://review.sonyericsson.net/#/c/1112347,platform/packages/services/Telephony
