,Add LTR when display miss call number,http://review.sonyericsson.net/#/c/1183520
,Remove mute for AM,http://review.sonyericsson.net/#/c/1176106
,Add default radio to ring tong for incoming call,http://review.sonyericsson.net/#/c/1161814
,Modify AM UI for call log sub selector,http://review.sonyericsson.net/#/c/1158050
,Modify UI for AM,http://review.sonyericsson.net/#/c/1156488
PID9224,AM MTK adajustion for AM audio,http://review.sonyericsson.net/#/c/1149443
12009,Hold call is ended when making the 2nd outgoing call on MUT.,http://review.sonyericsson.net/#/c/1148153
9783,Change to New Home Badge API in Phone application,http://review.sonyericsson.net/#/c/1072004
,Fix a crash when sip call,http://review.sonyericsson.net/#/c/1121468
PID11336,Don't prompt to select the subscription when adding another call,http://review.sonyericsson.net/#/c/1106489
,Add support to set ring tone for SIM2,http://review.sonyericsson.net/#/c/1104785
9230,Updated headset button handling,http://review.sonyericsson.net/#/c/1070407
9221,Support End current call and answer,http://review.sonyericsson.net/#/c/1071521
,Remove MTK strings from code,http://review.sonyericsson.net/#/c/1095358
9224,Update Answering Machine 2nd relese,http://review.sonyericsson.net/#/c/1071467
9031,Fix for turning off the speaker after unplugging the wired headset.,http://review.sonyericsson.net/#/c/1071369
9194,Add semcbuild.properties to run code check tools on Telecomm,http://review.sonyericsson.net/#/c/1069540
11270,[FP19276] Operator settings based on SIM,http://review.sonyericsson.net/#/c/1071523
9224,Migrate AnseringMachine data from Telephony as needed,http://review.sonyericsson.net/#/c/1071494
9224,Update layout for AnsweringMachine,http://review.sonyericsson.net/#/c/1071346
10932,Update drawable resources for W48.2,http://review.sonyericsson.net/#/c/1071531
9224,FP14556 Answering machine,http://review.sonyericsson.net/#/c/1069265
PID9224,Add one AIDL interface for mute current call,http://review.sonyericsson.net/#/c/1300156
,Remove the inactive phone account,http://review.sonyericsson.net/#/c/1291699
3701,No ringtone for a contact if contact ringtone file is removed,http://review.sonyericsson.net/#/c/1169805
,check pin2 retry times when pin status is open,http://review.sonyericsson.net/#/c/1285452
,Don't pop up dialog if network mode is already GSM only,http://review.sonyericsson.net/#/c/1240188
,Adaption Equalizer setting for WB/NB mode,http://review.sonyericsson.net/#/c/1190136
,ICE error not display on the top,http://review.sonyericsson.net/#/c/1146764
,Modify slot id to sub id,http://review.sonyericsson.net/#/c/1142500
10861,Fix build error,http://review.sonyericsson.net/#/c/1139315
,Put dialog up lock screen,http://review.sonyericsson.net/#/c/1139033
,Modify two parameter to adaption call settings.,http://review.sonyericsson.net/#/c/1137995
,Set network mode use manual instand of Semi Automatic,http://review.sonyericsson.net/#/c/1136244
8533,Customize for Telstra to display PLMN other than SPN of selected.,http://review.sonyericsson.net/#/c/1067908
8532,Customize for YOIGO to display PLMN other than SPN of selected.,http://review.sonyericsson.net/#/c/1067898
8960,USSD notification sound and vibration effect,http://review.sonyericsson.net/#/c/1067891
10932,Update drawable resources for W48.2,http://review.sonyericsson.net/#/c/1078411
PID9676,Adaptive FP12441 for Cosmos,http://review.sonyericsson.net/#/c/1065376
11215,Adaptive FP4712 for Cosmos,http://review.sonyericsson.net/#/c/1064925
10840,Cannot input the dial number from external keyboard while button focused,http://review.sonyericsson.net/#/c/1067590
,Adaption for L0.TC9PRA.DEV.tsubasa.p4,http://review.sonyericsson.net/#/c/1075983
PID9220,Add lost style when do rebase,http://review.sonyericsson.net/#/c/1075981
9220,Operator message content font not readable after typing USSD code,http://review.sonyericsson.net/#/c/1073206
8915,Updated UI Flow of PIN2 changing show user number of attempts.,http://review.sonyericsson.net/#/c/1075391
,[FP19414]SIM PIN cache,http://review.sonyericsson.net/#/c/1075330
8526,FP7781 Disable all charge popups,http://review.sonyericsson.net/#/c/1071028
PID9160,Add DefaultRingtonePreference to avoid crash.,http://review.sonyericsson.net/#/c/1072183
9160,Move CallFeatureSettings from Dialer,http://review.sonyericsson.net/#/c/1067689
10513,Fix crash issue when dismiss MMI dialog,http://review.sonyericsson.net/#/c/1065675
